Name deutsch;Name englisch;URL der Einrichtung;Einrichtungsart;Einrichtungsart englisch;DFG Instituts ID;Straße;Hausnummer;Postfach;Postleizahl vor Ort;Ort;Postleitzahl nach Ort;DESTATIS Fächerguppe;DESTATIS Lehr- Forschungsbereich;DESTATIS Fachgebiet;GRID ID;Crossref ID 1;Crossref ID 2;Crossref ID 3;URL GERiT Nachweis;;;
Max-Planck-Institut für Plasmaphysik (IPP);Max Planck Institute for Plasma Physics (IPP);www.ipp.mpg.de/;MPG;Max Planck;10140;Boltzmannstraße;2;;85748;Garching;;Mathematik, Naturwissenschaften;Physik, Astronomie;Physik;grid.461804.f;;;;http://www.gerit.org/de/institutiondetail/10140;;;
Max-Planck-Institut für Biochemie (MPIB);Max Planck Institute of Biochemistry (MPIB);www.biochem.mpg.de;MPG;Max Planck;10141;Am Klopferspitz;18;;82152;Planegg;;Mathematik, Naturwissenschaften;Biologie;Biochemie (f. Biologen);;;;;http://www.gerit.org/de/institutiondetail/10141;;;
Max-Planck-Institut für extraterrestrische Physik (MPE);Max Planck Institute for Extraterrestrial Physics (MPE);www.mpe.mpg.de/index;MPG;Max Planck;10142;Gießenbachstraße;1;;85748;Garching;;Mathematik, Naturwissenschaften;Physik, Astronomie;Astronomie, Astrophysik;grid.450265.0;;;;http://www.gerit.org/de/institutiondetail/10142;;;
Max-Planck-Institut für Psychiatrie;Max Planck Institute of Psychiatry;www.psych.mpg.de;MPG;Max Planck;10143;Kraepelinstraße;02. Okt;;80804;München;;Humanmedizin/Gesundheitswissenschaften;Klinisch-Praktische Humanmedizin (ohne Zahnmedizin);Psychiatrie;grid.419548.5;;;;http://www.gerit.org/de/institutiondetail/10143;;;
Fraunhofer-Institut für Silicatforschung (ISC);Fraunhofer Institute for Silicate Research (ISC);www.isc.fraunhofer.de/;FhG;Fraunhofer;10146;Neunerplatz;2;;97082;Würzburg;;Mathematik, Naturwissenschaften;Physik, Astronomie;Materialphysik;grid.424644.4;;;;http://www.gerit.org/de/institutiondetail/10146;;;
Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e.V.;Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e.V.;www.fraunhofer.de/;FhG;Fraunhofer;10147;Hansastraße;27 C;;80686;München;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Zentrale wissenschaftliche Einrichtungen;Zentrale wissenschaftliche Einrichtungen allgemein;grid.4561.6 ;5,011E+11;;;http://www.gerit.org/de/institutiondetail/10147;;;
Helmholtz Zentrum München - Deutsches Forschungszentrum für Gesundheit und Umwelt;Helmholtz Zentrum München - German Research Center for Environmental Health;www.helmholtz-muenchen.de;HGF;Helmholtz;10150;Ingolstädter Landstraße;1;;85764;Neuherberg;;Mathematik, Naturwissenschaften;Mathematik, Naturwissenschaften allgemein;Interdisziplinäre Studien (Schwerpunkt Naturwissenschaft);grid.4567.0;;;;http://www.gerit.org/de/institutiondetail/10150;;;
Deutsches Jugendinstitut e.V. (DJI);German Youth Institute (DJI);www.dji.de;Bundesforschung;federal research;10153;Nockherstraße;2;;81541;München;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Sozialwissenschaften;Soziologie;;;;;http://www.gerit.org/de/institutiondetail/10153;;;
ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e. V.;Ifo Institute - Leibniz Institute for Economic Research at the University of Munich;www.cesifo-group.de/de/ifoHome/CESifo-Group/ifo.html;WGL;Leibniz;10154;Poschingerstraße;5;;81679;München;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Wirtschaftswissenschaften;Wirtschaftswissenschaften allgemein;grid.469877.3;;;;http://www.gerit.org/de/institutiondetail/10154;;;
Institut für Zeitgeschichte (IfZ);Institute of Contemporary History (IfZ);www.ifz-muenchen.de;WGL;Leibniz;10155;Leonrodstraße;46b;;80636;München;;Geisteswissenschaften;Geschichte;Neuere und neueste Geschichte;;;;;http://www.gerit.org/de/institutiondetail/10155;;;
Monumenta Germaniae Historica (MGH) - Deutsches Institut für Erforschung des Mittelalters;Monumenta Germaniae Historica (MGH) - German Institute of Medieval Research;www.mgh.de;Landesforschung;state research;10156;;;Postfach 34 02 23;80099;München;;Geisteswissenschaften;Geschichte;Mittelalterliche Geschichte;grid.461726.0;;;;http://www.gerit.org/de/institutiondetail/10156;;;
Bayerisches Landesamt für Denkmalpflege;Bavarian State Office for the Preservation of Historical Monuments (BLfD);www.blfd.bayern.de/;Sonst. Forschg;other res. inst.;10161;Hofgraben;4;;80539;München;;Ingenieurwissenschaften;Architektur;Denkmalpflege (Architekt.);;;;;http://www.gerit.org/de/institutiondetail/10161;;;
Deutsches Museum (DM);Deutsches Museum (DM);www.deutsches-museum.de;WGL;Leibniz;10163;Museumsinsel;1;;80538;München;;Geisteswissenschaften;Geschichte;Technikgeschichte;;;;;http://www.gerit.org/de/institutiondetail/10163;;;
Leibniz-Institut für Lebensmittel-Systembiologie;Leibniz Institute for Food Systems Biology;www.leibniz-lsb.de/;WGL;Leibniz;10164;Lise-Meitner-Straße;34;;85354;Freising;;Mathematik, Naturwissenschaften;Chemie;Lebensmittelchemie;;;;;http://www.gerit.org/de/institutiondetail/10164;;;
Freie Universität Berlin;Freie Universität Berlin;www.fu-berlin.de;Universität;university;10165;Kaiserswerther Straße;16-18;;14195;Berlin;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.14095.39;5,011E+11;5,011E+11;;http://www.gerit.org/de/institutiondetail/10165;;;
Technische Universität Berlin;Technische Universität Berlin;www.tu-berlin.de;Universität;university;10167;Straße des 17. Juni;135;;10623;Berlin;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.6734.6;5,011E+11;;;http://www.gerit.org/de/institutiondetail/10167;;;
Universität der Künste Berlin;Berlin University of the Arts;www.udk-berlin.de;Musik/Kunst-HS;college of music/art;10169;Einsteinufer;43-53;;10587;Berlin;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.449445.c;;;;http://www.gerit.org/de/institutiondetail/10169;;;
Beuth Hochschule für Technik Berlin;Beuth University of Applied Sciences Berlin;www.beuth-hochschule.de;Weitere HS/FS;univ.of appl.science;10170;Luxemburger Straße;10;;13353;Berlin;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.440921.a;;;;http://www.gerit.org/de/institutiondetail/10170;;;
Hochschule für Wirtschaft und Recht Berlin;Berlin School of Economics and Law;www.hwr-berlin.de/;Weitere HS/FS;univ.of appl.science;10171;Badensche Straße;52;;10825;Berlin;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.461940.e;;;;http://www.gerit.org/de/institutiondetail/10171;;;
Fritz-Haber-Institut der Max-Planck-Gesellschaft (FHI);Fritz Haber Institute of the Max Planck Society (FHI);www.fhi-berlin.mpg.de;MPG;Max Planck;10172;Faradayweg;04. Jun;;14195;Berlin;;Mathematik, Naturwissenschaften;Chemie;Chemie allgemein;grid.418028.7;;;;http://www.gerit.org/de/institutiondetail/10172;;;
Max-Planck-Institut für Bildungsforschung;Max Planck Institute for Human Development;www.mpib-berlin.mpg.de;MPG;Max Planck;10173;Lentzeallee;94;;14195;Berlin;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Erziehungswissenschaften;Empirische Bildungsforschung;grid.419526.d;;;;http://www.gerit.org/de/institutiondetail/10173;;;
Max-Planck-Institut für molekulare Genetik (MPIMG);Max Planck Institute for Molecular Genetics (MPIMG);www.molgen.mpg.de;MPG;Max Planck;10174;Ihnestraße;63-73;;14195;Berlin;;Mathematik, Naturwissenschaften;Biologie;Genetik;;;;;http://www.gerit.org/de/institutiondetail/10174;;;
Deutsches Archäologisches Institut (DAI);German Archaeological Institute (DAI);www.dainst.org/dai/meldungen;Bundesforschung;federal research;10175;Podbielskiallee;69-71;;14195;Berlin;;Geisteswissenschaften;Geschichte;Archäologie;grid.424195.f;;;;http://www.gerit.org/de/institutiondetail/10175;;;
Historische Kommission zu Berlin e.V. (HiKo);Historical Commission in Berlin (e.V.);www.hiko-berlin.de;Landesforschung;state research;10177;Kirchweg;33;;14129;Berlin;;Geisteswissenschaften;Geschichte;Geschichte allgemein;;;;;http://www.gerit.org/de/institutiondetail/10177;;;
Bundesanstalt für Materialforschung und -prüfung (BAM);BAM Federal Institute for Materials Research and Testing;www.bam.de/Navigation/DE/Home/home.html;Bundesforschung;federal research;10178;Unter den Eichen;87;;12205;Berlin;;Ingenieurwissenschaften;Materialwissenschaft und Werkstofftechnik;Materialwissenschaft;grid.71566.33;;;;http://www.gerit.org/de/institutiondetail/10178;;;
Robert Koch-Institut (RKI);Robert Koch Institute (RKI);www.rki.de/DE/Home/homepage_node.html;Bundesforschung;federal research;10179;Nordufer;20;;13353;Berlin;;Humanmedizin/Gesundheitswissenschaften;Klinisch-Theoretische Humanmedizin (einschl. Zahnmedizin);Epidemiologie;grid.13652.33;;;;http://www.gerit.org/de/institutiondetail/10179;;;
Wissenschaftszentrum Berlin für Sozialforschung gGmbH (WZB);Berlin Social Science Center (WZB);www.wzb.eu/de;WGL;Leibniz;10181;Reichpietschufer;50;;10785;Berlin;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Sozialwissenschaften;Sozialwissenschaften allgemein;grid.13388.31;;;;http://www.gerit.org/de/institutiondetail/10181;;;
Universität Bremen;University of Bremen;www.uni-bremen.de;Universität;university;10182;Bibliothekstraße;1;;28359;Bremen;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.7704.4;5,011E+11;;;http://www.gerit.org/de/institutiondetail/10182;;;
BIAS - Bremer Institut für Angewandte Strahltechnik GmbH;BIAS - Bremen Institute for Applied Beam Technology;www.bias.de;Landesforschung;state research;10185;Klagenfurter Straße;5;;28359;Bremen;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Steuerungs-, Mess- und Regelungstechnik;grid.432852.a;;;;http://www.gerit.org/de/institutiondetail/10185;;;
Verein zur Förderung der wissenschaftlichen Forschung in der Freien Hansestadt Bremen;Society for the Advancement of Scientific and Scholarly Research in Bremen;www.vfwf.uni-bremen.de/;Landesforschung;state research;10186;Katharinenstraße;Dez 14;;28359;Bremen;;Geisteswissenschaften;Philosophie;Wissenschaftsforschung/-lehre;;;;;http://www.gerit.org/de/institutiondetail/10186;;;
Fraunhofer-Institut für Fertigungstechnik und Angewandte Materialforschung (IFAM);Fraunhofer Institute for Manufacturing Technology and Advanced Materials (IFAM);www.ifam.fraunhofer.de;FhG;Fraunhofer;10187;Wiener Straße;12;;28359;Bremen;;Ingenieurwissenschaften;Maschinenbau/Verfahrenstechnik;Produktions- und Fertigungstechnologie;grid.461617.3;;;;http://www.gerit.org/de/institutiondetail/10187;;;
Leibniz-Institut für Werkstofforientierte Technologien IWT;Leibniz-Institute for Cooperative Materials Science IWT;www.iwt-bremen.de/;WGL;Leibniz;10188;Badgasteiner Straße;3;;28359;Bremen;;Ingenieurwissenschaften;Materialwissenschaft und Werkstofftechnik;Werkstofftechnik;grid.425971.c;;;;http://www.gerit.org/de/institutiondetail/10188;;;
Alfred-Wegener-Institut (AWI) Helmholtz-Zentrum für Polar- und Meeresforschung;Alfred Wegener Institute (AWI) Helmholtz Centre for Polar and Marine Research;www.awi.de/;HGF;Helmholtz;10189;Am Handelshafen;12;;27570;Bremerhaven;;Mathematik, Naturwissenschaften;Geowissenschaften (ohne Geographie);Ozeanographie;grid.10894.34;5,011E+11;;;http://www.gerit.org/de/institutiondetail/10189;;;
Deutsches Schifffahrtsmuseum (DSM);German Maritime Museum;www.dsm.museum/;WGL;Leibniz;10191;Hans-Scharoun-Platz;1;;27568;Bremerhaven;;Ingenieurwissenschaften;Verkehrstechnik, Nautik;Schiffbau, Meerestechnik;grid.469815.7;;;;http://www.gerit.org/de/institutiondetail/10191;;;
Universität Hamburg;Universität Hamburg;www.uni-hamburg.de/;Universität;university;10192;Mittelweg;177;;20148;Hamburg;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.9026.d;5,011E+11;;;http://www.gerit.org/de/institutiondetail/10192;;;
Technische Universität Hamburg;Hamburg University of Technology;www.tuhh.de;Universität;university;10194;;;;21071;Hamburg;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.6884.2;;;;http://www.gerit.org/de/institutiondetail/10194;;;
Helmut-Schmidt-Universität;Helmut Schmidt University;www.hsu-hh.de;Universität;university;10196;Holstenhofweg;85;;22043;Hamburg;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.49096.32;;;;http://www.gerit.org/de/institutiondetail/10196;;;
Max-Planck-Institut für ausländisches und internationales Privatrecht;Max Planck Institute for Comparative and International Private Law;www.mpipriv.de/de/pub/aktuelles.cfm;MPG;Max Planck;10198;Mittelweg;187;;20148;Hamburg;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Rechtswissenschaften;Internationales Recht und Rechtsvergleichung;grid.461770.3;;;;http://www.gerit.org/de/institutiondetail/10198;;;
Max-Planck-Institut für Meteorologie (MPI-M);Max Planck Institute for Meteorology (MPI-M);www.mpimet.mpg.de/;MPG;Max Planck;10199;Bundesstraße;53;;20146;Hamburg;;Mathematik, Naturwissenschaften;Geowissenschaften (ohne Geographie);Meteorologie;grid.450268.d;;;;http://www.gerit.org/de/institutiondetail/10199;;;
Deutsches Elektronen-Synchrotron (DESY);Deutsches Elektronen-Synchrotron (DESY);www.desy.de/;HGF;Helmholtz;10200;Notkestraße;85;;22607;Hamburg;;Mathematik, Naturwissenschaften;Physik, Astronomie;Experimentelle Physik;grid.7683.a;5,011E+11;;;http://www.gerit.org/de/institutiondetail/10200;;;
Universität Kassel;University of Kassel;www.uni-kassel.de/uni/;Universität;university;10202;Mönchebergstraße;19;;34125;Kassel;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.5155.4;;;;http://www.gerit.org/de/institutiondetail/10202;;;
Philipps-Universität Marburg;Philipps-Universität Marburg;www.uni-marburg.de;Universität;university;10204;Biegenstraße;10;;35032;Marburg;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.10253.35;100008967;;;http://www.gerit.org/de/institutiondetail/10204;;;
Goethe-Universität Frankfurt am Main;Goethe University Frankfurt;www.uni-frankfurt.de/de?locale=de;Universität;university;10206;Theodor-W.-Adorno-Platz;1;;60323;Frankfurt;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.7839.5;5,011E+11;;;http://www.gerit.org/de/institutiondetail/10206;;;
Justus-Liebig-Universität Gießen;Justus Liebig University Giessen;www.uni-giessen.de/index.html;Universität;university;10208;Ludwigstraße;23;;35390;Gießen;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.8664.c;100009091;;;http://www.gerit.org/de/institutiondetail/10208;;;
Technische Universität Darmstadt;Technische Universität Darmstadt;www.tu-darmstadt.de/;Universität;university;10210;Karolinenplatz;5;;64289;Darmstadt;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.6546.1;5,011E+11;5,011E+11;;http://www.gerit.org/de/institutiondetail/10210;;;
Frobenius-Institut;Frobenius Institute;www.frobenius-institut.de/;Landesforschung;state research;10212;Norbert-Wollheim-Platz;1;;60323;Frankfurt;;Geisteswissenschaften;Kulturwissenschaften i.e.S.;Ethnologie;grid.462237.6;;;;http://www.gerit.org/de/institutiondetail/10212;;;
Hochschule für Musik und Darstellende Kunst Frankfurt am Main;Frankfurt College of Music and the Performing Arts, Frankfurt am Main;www.hfmdk-frankfurt.info;Musik/Kunst-HS;college of music/art;10213;Eschersheimer Landstraße;29-39;;60322;Frankfurt;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.448815.4;;;;http://www.gerit.org/de/institutiondetail/10213;;;
Philosophisch-Theologische Hochschule Sankt Georgen;Sankt Georgen Graduate School of Philosophy and Theology;www.sankt-georgen.de;Universität;university;10214;Offenbacher Landstraße;224;;60599;Frankfurt;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.461791.c;;;;http://www.gerit.org/de/institutiondetail/10214;;;
Frankfurt University of Applied Sciences;Frankfurt University of Applied Sciences;www.frankfurt-university.de;Weitere HS/FS;univ.of appl.science;10215;Nibelungenplatz;1;;60318;Frankfurt;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.448814.5;;;;http://www.gerit.org/de/institutiondetail/10215;;;
Hochschule Darmstadt;Darmstadt University of Applied Sciences;www.h-da.de;Weitere HS/FS;univ.of appl.science;10216;Haardtring;100;;64295;Darmstadt;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.449026.d;;;;http://www.gerit.org/de/institutiondetail/10216;;;
Technische Hochschule Mittelhessen;Technische Hochschule Mittelhessen University of Applied Sciences;www.thm.de/site/;Weitere HS/FS;univ.of appl.science;10217;Wiesenstraße;14;;35390;Gießen;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.440967.8;;;;http://www.gerit.org/de/institutiondetail/10217;;;
Hochschule Fulda;Fulda University of Applied Sciences;www.hs-fulda.de/;Weitere HS/FS;univ.of appl.science;10218;Leipziger Straße;123;;36037;Fulda;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.430588.2;;;;http://www.gerit.org/de/institutiondetail/10218;;;
Max-Planck-Institut für Biophysik;Max Planck Institute of Biophysics;www.biophys.mpg.de;MPG;Max Planck;10219;Max-von-Laue-Straße;3;;60438;Frankfurt;;Mathematik, Naturwissenschaften;Biologie;Biophysik;grid.419494.5;;;;http://www.gerit.org/de/institutiondetail/10219;;;
Max-Planck-Institut für Rechtsgeschichte und Rechtstheorie;Max Planck Institute for Legal History and Legal Theory;www.rg.mpg.de;MPG;Max Planck;10220;Hansaallee;41;;60323;Frankfurt;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Rechtswissenschaften;Rechtsgeschichte;grid.461787.b;;;;http://www.gerit.org/de/institutiondetail/10220;;;
Max-Planck-Institut für Hirnforschung;Max Planck Institute for Brain Research;www.brain.mpg.de/;MPG;Max Planck;10221;Max-von-Laue-Straße;4;;60438;Frankfurt;;Humanmedizin/Gesundheitswissenschaften;Klinisch-Praktische Humanmedizin (ohne Zahnmedizin);Neurologie;grid.419505.c;;;;http://www.gerit.org/de/institutiondetail/10221;;;
Max-Planck-Institut für Herz- und Lungenforschung;Max Planck Institute for Heart and Lung Research;www.mpi-hlr.de;MPG;Max Planck;10222;Ludwigstraße;43;;61231;Bad Nauheim;;Humanmedizin/Gesundheitswissenschaften;Klinisch-Praktische Humanmedizin (ohne Zahnmedizin);Innere Medizin;grid.418032.c;;;;http://www.gerit.org/de/institutiondetail/10222;;;
GSI Helmholtzzentrum für Schwerionenforschung GmbH;GSI Helmholtz Centre for Heavy Ion Research;www.gsi.de;HGF;Helmholtz;10224;Planckstraße;1;;64291;Darmstadt;;Mathematik, Naturwissenschaften;Physik, Astronomie;Physik;grid.159791.2;;;;http://www.gerit.org/de/institutiondetail/10224;;;
Leibniz-Institut Hessische Stiftung Friedens- und Konfliktforschung (HSFK);Peace Research Institute Frankfurt (PRIF);www.hsfk.de/;WGL;Leibniz;10229;Baseler Straße;27-31;;60329;Frankfurt;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Politikwissenschaften;Politikwissenschaften allgemein;grid.434826.f;;;;http://www.gerit.org/de/institutiondetail/10229;;;
Institut für Sozialforschung (IfS) an der Johann Wolfgang Goethe-Universität Frankfurt;Institute for Social Research (IfS);www.ifs.uni-frankfurt.de;Sonst. Forschg;other res. inst.;10231;Senckenberganlage;26;;60325;Frankfurt;;Rechts-, Wirtschafts- und  Sozialwissenschaften;Sozialwissenschaften;Sozialwissenschaften allgemein;;;;;http://www.gerit.org/de/institutiondetail/10231;;;
Leuphana Universität Lüneburg;Leuphana University Lüneburg;www.leuphana.de;Universität;university;10232;Universitätsallee;1;;21335;Lüneburg;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.10211.33;;;;http://www.gerit.org/de/institutiondetail/10232;;;
Carl von Ossietzky Universität Oldenburg;Carl von Ossietzky University of Oldenburg;www.uni-oldenburg.de;Universität;university;10233;Ammerländer Heerstraße;114-118;;26129;Oldenburg;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.5560.6;;;;http://www.gerit.org/de/institutiondetail/10233;;;
Stiftung Universität Hildesheim;University of Hildesheim Foundation;www.uni-hildesheim.de;Universität;university;10235;Universitätsplatz;1;;31141;Hildesheim;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.9463.8;;;;http://www.gerit.org/de/institutiondetail/10235;;;
Georg-August-Universität Göttingen;University of Göttingen;www.uni-goettingen.de;Universität;university;10236;Wilhelmsplatz;1;;37073;Göttingen;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.7450.6;5,011E+11;5,011E+11;5,011E+11;http://www.gerit.org/de/institutiondetail/10236;;;
Gottfried Wilhelm Leibniz Universität Hannover;Leibniz University Hannover;www.uni-hannover.de;Universität;university;10238;Welfengarten;1;;30167;Hannover;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.9122.8;5,011E+11;;;http://www.gerit.org/de/institutiondetail/10238;;;
Technische Universität Braunschweig;Technische Universität Braunschweig;www.tu-braunschweig.de;Universität;university;10240;Universitätsplatz;2;;38106;Braunschweig;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.6738.a;5,011E+11;;;http://www.gerit.org/de/institutiondetail/10240;;;
Technische Universität Clausthal;Clausthal University of Technology;www.tu-clausthal.de;Universität;university;10242;Adolph-Roemer-Straße;2a;;38678;Clausthal-Zellerfeld;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.5164.6;;;;http://www.gerit.org/de/institutiondetail/10242;;;
Universität Osnabrück;Osnabrück University;www.uni-osnabrueck.de;Universität;university;10244;;;Postfach 4469;49069;Osnabrück;;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;grid.10854.38;;;;http://www.gerit.org/de/institutiondetail/10244;;;
